MillisecondssinceEpoch;Vel;Watt;Ampere;Altitudine;VelocitaGPS;Percentualedellabatteria;Voltaggiodellabatteria;Capacitadellabatteria;Temperaturadellabatteria;Chilometriresidui;Chilometraggiototale;Niente;Latitudine;Longitudine
1625066395446;0.0;1.2426;0.03;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066395837;0.0;0.82839996;0.02;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066396259;0.0;0.82839996;0.02;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066396648;0.0;0.82839996;0.02;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066397004;0.0;0.41419998;0.01;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066397307;0.0;0.41419998;0.01;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066397667;0.0;0.82839996;0.02;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066398268;0.0;0.41419998;0.01;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066398581;0.0;0.41419998;0.01;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066398957;0.0;0.41419998;0.01;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066399713;0.0;0.41419998;0.01;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066400066;0.0;0.41419998;0.01;0.0;0.0;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;0.0;0.0
1625066400396;0.0;0.41419998;0.01;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066400729;0.0;0.41419998;0.01;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066401061;0.0;0.41419998;0.01;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066401420;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066401837;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066402229;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066402798;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066403158;0.0;0.41419998;0.01;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066403546;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066403878;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066404267;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066404626;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066404986;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066405588;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066406066;0.0;1.2426;0.03;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066406422;0.0;1.2426;0.03;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066406788;0.0;1.2426;0.03;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066407171;0.0;1.2426;0.03;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066407477;0.0;1.2426;0.03;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066407778;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066408090;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066408532;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066408833;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066409187;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066409515;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066410207;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066410611;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066411004;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066411384;0.0;0.82839996;0.02;151.70804;1.836;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.837975;14.503571
1625066411738;0.0;0.41419998;0.01;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066412190;0.0;0.41419998;0.01;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066412639;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066413033;0.1;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066413391;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066413867;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066414256;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066414587;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066415156;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066415817;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066416119;0.0;1.2426;0.03;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066416567;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066416897;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066417258;0.0;0.41419998;0.01;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066417561;0.0;1.2426;0.03;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066417885;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066418246;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066418606;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066419241;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066419606;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066420019;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066420468;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066420796;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066421366;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066422326;0.1;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066422658;0.1;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066423048;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066423526;0.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066423920;0.0;0.41419998;0.01;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066424277;1.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066424640;2.5;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066425238;4.3;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066425575;4.3;0.41419998;0.01;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066426138;5.4;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066426709;5.5;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066427074;6.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066427430;5.9;1.2426;0.03;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066427842;5.4;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066428216;4.8;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066428568;5.0;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066428929;5.6;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066429317;5.6;0.82839996;0.02;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066429679;6.6;0.41419998;0.01;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066430036;6.5;9.108;0.22;150.03851;2.5832818;33.0;100.0;41.4;15300.0;33.0;65.0;14.495;40.83792;14.503539
1625066430428;7.7;170.48201;4.15;150.03851;2.5832818;33.0;100.0;41.08;15300.0;33.0;65.0;14.496;40.83792;14.503539
1625066430818;7.7;17.7848;0.43;150.03851;2.5832818;33.0;100.0;41.36;15300.0;33.0;65.0;14.497;40.83792;14.503539
1625066431211;8.3;63.2808;1.53;150.03851;2.5832818;33.0;100.0;41.36;15300.0;33.0;65.0;14.498;40.83792;14.503539
1625066431599;7.7;-4.9704;-0.12;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.498;40.83792;14.503539
1625066432377;7.8;-4.9704;-0.12;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066432736;4.9;-4.9704;-0.12;150.03851;2.5832818;33.0;100.0;41.42;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066433098;4.4;-2.072;-0.05;150.03851;2.5832818;33.0;100.0;41.44;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066433519;4.4;-2.072;-0.05;150.03851;2.5832818;33.0;100.0;41.44;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066433910;4.3;0.4143;0.01;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066434301;4.5;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066434687;4.9;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066435049;5.1;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066435417;5.2;1.2429;0.03;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066435801;5.4;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066436102;4.8;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066436456;5.3;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066436768;5.7;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066437116;5.4;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066437478;4.9;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066437840;5.2;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066438203;5.5;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066438766;5.6;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066439156;5.6;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066439515;5.5;1.2429;0.03;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066439880;6.2;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066440268;6.2;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066440630;5.0;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066440993;4.8;0.4143;0.01;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066441567;4.7;0.4143;0.01;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066441886;4.7;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066442188;5.2;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066442848;4.9;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066443207;5.1;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066443567;5.2;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066443928;5.5;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066444257;5.5;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066444558;5.2;1.2429;0.03;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066444950;5.8;0.4143;0.01;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066445276;5.3;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066445637;5.3;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066445998;4.1;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066446387;5.2;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066446746;5.3;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066447047;5.3;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066447436;5.7;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066447826;5.7;0.8286;0.02;150.03851;2.5832818;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83792;14.503539
1625066448247;5.7;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066448937;4.7;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066449326;4.9;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066449686;5.1;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066450046;5.3;0.4143;0.01;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066450436;5.1;0.4143;0.01;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066450796;5.6;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066451156;5.2;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066451639;5.2;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066452118;5.0;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066452446;4.6;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066452807;4.8;0.4143;0.01;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066453166;5.4;0.4143;0.01;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066453527;5.3;0.8286;0.02;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066453926;5.8;0.4143;0.01;149.21538;13.154991;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83774;14.503851
1625066454306;5.3;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066454607;5.3;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066454967;5.2;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066455328;5.2;1.2429;0.03;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066455657;5.4;0.4143;0.01;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066456047;3.8;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066456616;5.2;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066456917;4.9;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066457336;5.3;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066457696;5.5;0.8286;0.02;148.32036;6.1711946;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.83778;14.503911
1625066458056;5.6;0.8286;0.02;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066458446;5.5;0.8286;0.02;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066458806;5.9;1.2429;0.03;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066459376;5.5;0.8286;0.02;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066459736;4.8;0.8286;0.02;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066460097;5.4;1.2429;0.03;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066460516;5.4;1.2429;0.03;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066461055;5.7;1.2429;0.03;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066461388;5.8;0.4143;0.01;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066461778;5.3;0.8286;0.02;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066462377;5.3;0.8286;0.02;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066462766;5.4;0.8286;0.02;149.04083;0.0504789;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837788;14.503971
1625066463156;5.2;0.4143;0.01;147.99794;3.0064368;33.0;100.0;41.43;15300.0;33.0;65.0;14.501;40.837856;14.50377
1625066463546;6.0;2.4833999;0.06;147.99794;3.0064368;33.0;100.0;41.39;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066463908;5.4;0.8282;0.02;147.99794;3.0064368;33.0;100.0;41.41;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066464266;5.3;0.41419998;0.01;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066464626;5.1;0.41419998;0.01;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066465016;5.2;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066465559;5.6;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066465916;5.4;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066466277;5.0;1.2426;0.03;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066466636;5.1;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066466996;3.8;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066467385;5.1;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066467956;5.6;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066468317;5.6;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066468677;5.4;0.41419998;0.01;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066469069;4.4;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066469458;4.4;0.82839996;0.02;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066469818;5.1;1.2426;0.03;147.99794;3.0064368;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.837856;14.50377
1625066470177;5.5;1.2426;0.03;148.20688;4.062636;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83786;14.503844
1625066470747;5.0;0.41419998;0.01;148.20688;4.062636;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83786;14.503844
1625066471348;5.0;0.82839996;0.02;148.20688;4.062636;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83786;14.503844
1625066471707;5.5;0.82839996;0.02;148.20688;4.062636;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83786;14.503844
1625066472067;4.8;1.2426;0.03;148.20688;4.062636;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83786;14.503844
1625066472637;4.7;0.82839996;0.02;148.20688;4.525589;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83785;14.503935
1625066472996;5.0;0.41419998;0.01;148.20688;4.525589;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83785;14.503935
1625066473356;5.3;1.2426;0.03;148.20688;4.525589;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83785;14.503935
1625066473717;5.1;0.82839996;0.02;148.20688;4.525589;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83785;14.503935
1625066474076;5.2;0.41419998;0.01;148.20688;4.525589;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83785;14.503935
1625066474406;4.4;0.41419998;0.01;148.20688;4.525589;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83785;14.503935
1625066474766;4.5;0.82839996;0.02;149.1337;4.8952584;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83784;14.504011
1625066475067;4.5;0.82839996;0.02;149.1337;4.8952584;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83784;14.504011
1625066475426;4.2;0.41419998;0.01;149.1337;4.8952584;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83784;14.504011
1625066475786;4.3;0.82839996;0.02;149.1337;4.8952584;33.0;100.0;41.42;15300.0;33.0;65.0;14.502;40.83784;14.504011
